card_code,card_name,card_color,card_rarity,card_type,card_level,digimon_form,digimon_type,play_cost,dp,digimon_attribute,card_effect,security_effect,inherited_effect,digivolve_cost1,digivolve_lvl1,digivolve_color1,digivolve_cost2,digivolve_lvl2,digivolve_color2,reprints_and_alts_amount,alt_digivolution_req,restriction_japan,restriction_west,set_name_japan,set_name_west,set_restrictionJP_date,restriction_date_west,set_west_date,set_jp_date,west_meta_decks1,west_meta_decks2,west_meta_decks3,west_meta_decks4,west_meta_decks5,west_meta_decks6,west_meta_decks7,west_meta_decks8,jp_meta_decks1,jp_meta_decks2,jp_meta_decks3,jp_meta_decks4,jp_meta_decks5,jp_meta_decks6,jp_meta_decks7,jp_meta_decks8,jp_meta_decks9,jp_meta_decks10
BT5-021,Shakomon,Blue,Common,Digimon,3.0,Rookie,Crustacean,3.0,3000.0,Virus,[Opponent's Turn] Your opponent can't reduce digivolution costs.,,,0.0,2.0,Blue,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.08574228319451249,0.059234687833195125,0.0,1.7885421518397764,0.28191072826938135,0.0,0.0,0.0,0.0760824457048001,0.032249742002063986,0.046674445740956826,0.23747328425552128,0.20723002532811421,0.13375938173441332,0.0,0.15691197238349286
BT5-022,Blucomon,Blue,Rare,Digimon,3.0,Rookie,Mini Dragon,4.0,3000.0,Data,,,"[Your Turn] (Once Per Turn) When one of your opponent's digivolution cards is trashed, gain 1 memory.",0.0,2.0,Blue,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.1347378735913768,0.13031631323302925,0.14245014245014245,0.0,0.0,0.0,0.0,0.0,0.24208050906072762,0.1612487100103199,0.1633605600933489,0.13654713844692473,0.0,0.0,0.0,0.0
BT5-023,Gesomon,Blue,Common,Digimon,4.0,Champion,Mollusk,3.0,4000.0,Virus,,,,2.0,3.0,Blue,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BT5-024,Garurumon,Blue,Common,Digimon,4.0,Champion,Beast,5.0,5000.0,Vaccine,"[When Digivolving] If this Digimon has [Gabumon] in it's Digivolution Cards, gain 1 memory.",,"[All Turns] While this Digimon has [Omnimon], or [Garurumon] in its name (other than [KendoGarurumon]), it gets +1000 DP.",2.0,3.0,Blue,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.18373346398824106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12449854751694564,0.05159958720330237,0.09334889148191365,0.0,0.0,0.07431076763022962,0.3607030430220357,0.04707359171504786
BT5-025,Paledramon,Blue,Common,Digimon,4.0,Champion,Dragon,5.0,4000.0,Data,[When Digivolving] Trash up to 2 digivolution cards from the bottom of 1 of your opponents Digimon.,,,2.0,3.0,Blue,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.06124448799608035,0.0,0.0777000777000777,0.0,0.0,0.0,0.0,0.0,0.10374878959745469,0.03869969040247678,0.07001166861143523,0.011873664212776063,0.0,0.0,0.0,0.0
BT5-026,Coelamon,Blue,Common,Digimon,4.0,Champion,Ancient Fish,6.0,5000.0,Data,"<Blocker> (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead).[When Attacking] Lose 2 memory.",,,1.0,3.0,Blue,,,,2,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.44096031357177856,0.31986731429925364,0.3108003108003108,0.05589194224499301,0.0,0.0,0.0,0.0,0.5602434638262553,0.22574819401444787,0.44340723453908987,0.1127998100213726,0.0,0.022293230289068888,0.0,0.0
BT5-027,Marin Devimon,Blue,Common,Digimon,5.0,Ultimate,Aquabeast,6.0,7000.0,Virus,,,,2.0,4.0,Blue,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BT5-028,Crys Paledramon,Blue,Uncommon,Digimon,5.0,Ultimate,Dragonkin,8.0,7000.0,Data,[When Digivolving] Trash the bottom digivolution card of all of your opponent's Digimon.,,"[Your Turn] If your opponent has a Digimon with no digivolution cards in play, this Digimon gains <Security Attack +1> (This Digimon checks 1 additional security card).",3.0,4.0,Blue,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.19598236158745713,0.13031631323302925,0.0777000777000777,0.0,0.0,0.0,0.0,0.0,0.23516392308756398,0.13544891640866874,0.046674445740956826,0.07124198527665639,0.0,0.014862153526045923,0.0,0.0
BT5-029,Were Garurumon: Sagittarius Mode,Blue,Rare,Digimon,5.0,Ultimate,Beastkin,8.0,8000.0,Vaccine,"[When Digivolving] While a Digimon card with [WereGarurumon] in its name is in this Digimon's digivolution cards, this Digimon gains <Jamming> (This Digimon can't be deleted in battles against Security Digimon).",,"[Your Turn] When this Digimon has [Omnimon], or [Garurumon] in its name (other than [KendoGarurumon]), it gets +1000 DP.",3.0,4.0,Blue,1.0,5.0,Blue,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.18373346398824106,0.011846937566639024,0.0,0.0,0.0,0.0,0.0,0.0,0.11758196154378199,0.025799793601651185,0.09334889148191365,0.011873664212776063,0.0,0.0,0.0,0.0
BT5-030,Neptunemon,Blue,Uncommon,Digimon,6.0,Mega,Shaman/Olympos XII,10.0,10000.0,Vaccine,[Opponent's Turn] This Digimon can't be attacked.,,,2.0,5.0,Blue,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.0,0.011846937566639024,0.0,0.0,0.0,0.0,0.0,0.0,0.006916585973163646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BT5-031,Metal Garurumon,Blue,Rare,Digimon,6.0,Mega,Cyborg,11.0,11000.0,Data,"[When Digivolving] If this Digimon card with [Garurumon] in its name (other than [KendoGarurumon]) is in this Digimon's digivolution cards, return 1 of your opponent's Digimon with an , return 1 of your opponent's Digimon with an [On Deletion] effect to the bottom of its owner's deck. Trash all of the digivolution cards of that Digimon.",,[When Attacking] (Once Per Turn) Gain 1 memory.,3.0,5.0,Blue,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.02449779519843214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006916585973163646,0.01934984520123839,0.0,0.017810496319164097,0.0,0.0,0.0,0.0
BT5-032,Hexeblaumon,Blue,Super Rare,Digimon,6.0,Mega,Magic Knight,12.0,11000.0,Data,"[When Attacking] Trash up to 2 digivolution cards from the bottom of 1 of your opponent's Digimon. Then, if your opponent has a Digimon with no digivolution cards in play, this Digimon gains <Jamming> (This Digimon can't be deleted in battles against Security Digimon) for the turn.[All Turns] Your opponent's Digimon with no digivolution cards can't attack or block.",,,3.0,5.0,Blue,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.17148456638902498,0.1421632507996683,0.19425019425019424,0.10246856078248719,0.0,0.0,0.0,0.0,0.2559136810070549,0.14189886480908154,0.1633605600933489,0.16029446687247684,0.0,0.029724307052091847,0.0,0.06276478895339715
BT5-033,Cutemon,Yellow,Common,Digimon,3.0,Rookie,Fairy,3.0,3000.0,Vaccine,[Opponent's Turn] Your opponent can't reduce digivolution costs.,,,0.0,2.0,Yellow,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.6614404703576677,0.2961734391659756,0.0,0.35398230088495575,0.0,0.0,0.0,0.0,0.11066537557061834,0.025799793601651185,0.0,0.05936832106388032,0.0,0.029724307052091847,0.013116474291710388,0.0
BT5-034,Kotemon,Yellow,Common,Digimon,3.0,Rookie,Reptile,3.0,2000.0,Data,[On Play] Reveal 5 cards from the top of your deck. Add up to 2 yellow Digimon cards with [Warrior] and/or [Holy Warrior] in their type among them to your hand. Place the remaining cards at the bottom of your deck in any order.,,,0.0,2.0,Yellow,,,,2,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,1.1391474767270946,0.2724795640326975,0.09065009065009065,0.037261294829995344,0.031323414252153486,0.0,0.0,0.0,0.5325771199336008,0.09029927760577915,0.14002333722287047,0.05936832106388032,0.0,0.022293230289068888,0.0,0.0
BT5-035,Starmons,Yellow,Common,Digimon,3.0,Rookie,Major,3.0,1000.0,Data,"[On Play] For each Digimon you have in play, 1 of your opponent's Digimon gets -1000 DP for the turn.",,,0.0,2.0,Yellow,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,3.0254777070063694,1.1491529439639852,0.5827505827505828,0.037261294829995344,0.0,0.0,0.0,0.0,1.4939825702033476,0.696594427244582,0.7467911318553092,0.2315364521491332,0.0,0.14862153526045924,0.032791185729275966,0.09414718343009572
BT5-036,Renamon,Yellow,Rare,Digimon,3.0,Rookie,Beastkin,4.0,3000.0,Data,[On Play] 1 of your opponent's Digimon gains <Security Attack -1> (This Digimon checks 1 fewer security card) until the end of your opponent's next turn.,,,0.0,2.0,Yellow,,,,2,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027666343892654585,0.0,0.0,0.011873664212776063,0.0,0.007431076763022962,0.0,0.0
BT5-037,Gladimon,Yellow,Common,Digimon,4.0,Champion,Warrior,4.0,4000.0,Vaccine,"[On Play] You may search your security stack for 1 Digimon card with [Warrior], or [Holy Warrior] in its type, reveal it, and add it to your hand. If you do, trigger <Recovery +1 (Deck)> (Place the top card of your deck on top of your security stack). Then, shuffle your security stack.",,,2.0,3.0,Yellow,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.6614404703576677,0.047387750266556096,0.0518000518000518,0.027945971122496506,0.0,0.0,0.0,0.0,0.47032784617512796,0.0,0.09334889148191365,0.05936832106388032,0.0,0.044586460578137775,0.026232948583420776,0.0
BT5-038,Kyubimon,Yellow,Common,Digimon,4.0,Champion,Mysterious Beast,5.0,4000.0,Data,,,[Your Turn] All of your opponent's Security Digimon get -1000 DP.,2.0,3.0,Yellow,,,,2,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BT5-039,Shooting Starmon,Yellow,Uncommon,Digimon,4.0,Champion,Super Major,5.0,4000.0,Data,[On Deletion] 1 of your opponent's Digimon gets -3000 DP for the turn.,,,2.0,3.0,Yellow,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BT5-040,Superstarmon,Yellow,Uncommon,Digimon,5.0,Ultimate,Mutant,6.0,7000.0,Data,,,,2.0,4.0,Yellow,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BT5-041,Taomon,Yellow,Common,Digimon,5.0,Ultimate,Wizard,6.0,7000.0,Data,,,[Your Turn] All of your opponent's Security Digimon get -1000 DP.,3.0,4.0,Yellow,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BT5-042,Knightmon,Yellow,Common,Digimon,5.0,Ultimate,Warrior,7.0,7000.0,Data,[On Play] 1 of your opponent's Digimon gets -4000 DP for the turn.,,,3.0,4.0,Yellow,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,2.4007839294463498,0.7108162539983415,0.2849002849002849,0.037261294829995344,0.0,0.0,0.0,0.0,1.3210679208742564,0.2515479876160991,0.3267211201866978,0.16623129897886488,0.0,0.10403507468232145,0.026232948583420776,0.0
BT5-043,Jijimon,Yellow,Uncommon,Digimon,6.0,Mega,Ancient,10.0,10000.0,Vaccine,[On Deletion] Trigger <Recovery +1 (Deck)> (Place the top card of your deck on top of your security stack).,,,2.0,5.0,Yellow,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.0,0.0,0.0518000518000518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BT5-044,Sakuyamon,Yellow,Rare,Digimon,6.0,Mega,Shaman,12.0,11000.0,Data,"[Opponent's Turn] When an opponent's Digimon moves from the breeding area to the battle area, it gains <Security Attack -3> (This Digimon checks 3 fewer security cards) for the turn.[Your Turn] All of your opponent's Security Digimon get -3000 DP.",,,3.0,5.0,Yellow,,,,2,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.04899559039686428,0.41464281483236587,0.6345506345506345,0.0,0.0,0.0,0.0,0.0,0.04149951583898188,0.15479876160990713,0.3033838973162194,0.06530515317026835,0.0,0.0,0.17707240293809023,0.04707359171504786
BT5-045,Lord Knightmon,Yellow,Super Rare,Digimon,6.0,Mega,Holy Warrior/Royal Knight,13.0,11000.0,Virus,"[When Attacking] You may play a yellow level 3 Digimon card or a yellow Digimon card with [Warrior] in its type from your hand without paying its memory cost.[All Turns] For each other Digimon you have in play, this Digimon gets +1000 DP.",,,3.0,5.0,Yellow,,,,2,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,2.3762861342479176,0.7108162539983415,0.25900025900025897,0.037261294829995344,0.0,0.0,0.0,0.0,1.3003181629547655,0.2708978328173375,0.3733955659276546,0.17216813108525292,0.0,0.11889722820836739,0.026232948583420776,0.0
BT5-046,Terriermon Assistant,Green,Rare,Digimon,3.0,Rookie,Beast,3.0,1000.0,Vaccine,"[Main] <Digi-Burst 1> (You may trash 1 of this Digimon's digivolution cards to activate the effect below).・Reveal the top card of your deck. Add it to your hand if it's a green Digimon card. Otherwise, place it at the bottom of your deck.",,,0.0,2.0,Green,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.060731203692457186,0.02449779519843214,0.0,0.03885003885003885,0.20493712156497437,0.0,0.0,0.0,0.0,0.22824733711440032,0.032249742002063986,0.046674445740956826,0.0949893137022085,0.0,0.014862153526045923,0.0,0.0
BT5-047,Palmon,Green,Common,Digimon,3.0,Rookie,Vegetation,3.0,2000.0,Data,[On Deletion] Place 1 [Palmon] from your trash under 1 of your green Digimon at the bottom of its digivolution cards.,,,0.0,2.0,Green,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.07349338559529642,0.07108162539983415,0.0,0.0,0.0,0.0,0.0,0.0,0.22133075114123668,0.0,0.0,0.0,0.0,0.0,0.0,0.01569119723834929
BT5-048,Floramon,Green,Common,Digimon,3.0,Rookie,Vegetation,3.0,4000.0,Data,,,,0.0,2.0,Green,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BT5-049,Kiwimon,Green,Uncommon,Digimon,4.0,Champion,Ancient Bird,4.0,4000.0,Data,[On Play] Reveal 3 cards from the top of your deck. Add all Digimon cards with <Digisorption> among them to your hand. Place the remaining cards at the bottom of your deck in any order.,,,2.0,3.0,Green,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.024292481476982875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BT5-050,Zassoumon,Green,Common,Digimon,4.0,Champion,Vegetation,4.0,3000.0,Virus,,,"[Your Turn] When this card is trashed due to activating this Digimon's <Digi-Burst>, gain 1 memory.",1.0,3.0,Green,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.6369426751592357,0.4027958772657268,0.25900025900025897,0.037261294829995344,0.0,0.0,0.0,0.03538883482261347,0.6778254253700373,0.23219814241486067,0.09334889148191365,0.011873664212776063,0.0,0.08917292115627555,0.6033578174186778,0.48642711438882785
BT5-051,Mori Shellmon,Green,Common,Digimon,4.0,Champion,Mollusk,6.0,7000.0,Data,,,,2.0,3.0,Green,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BT5-052,Gerbemon,Green,Common,Digimon,5.0,Ultimate,Mutant,5.0,8000.0,Virus,,,,3.0,4.0,Green,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BT5-053,Delumon,Green,Common,Digimon,5.0,Ultimate,Avian,7.0,7000.0,Data,"[Your Turn] For each other suspended Digimon you have in play, this Digimon gets +2000 DP.",,,3.0,4.0,Green,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.03643872221547431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BT5-054,Piccolomon,Green,Common,Digimon,5.0,Ultimate,Fairy,7.0,8000.0,Data,,,,2.0,4.0,Green,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03869969040247678,0.0,0.0,0.0,0.0,0.0,0.0
BT5-055,Bancho Lilimon,Green,Uncommon,Digimon,6.0,Mega,Fairy/Boss,11.0,11000.0,Data,[On Deletion] Return 1 of your opponent's suspended Digimon to the bottom of its owner's deck. Trash all of the digivolution cards of that Digimon.,,,3.0,5.0,Green,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.015661707126076743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BT5-056,Rafflesimon,Green,Super Rare,Digimon,6.0,Mega,Fairy,12.0,11000.0,Data,"[Main] <Digi-Burst 2> (You may trash 2 of this Digimon's digivolution cards to activate the effect below).・All of your Digimon get +2000 DP for the turn.[Your Turn] (Once Per Turn) When one of your Digimon activates <Digi-Burst>, 1 of your opponent's Digimon can't attack or block until the end of your opponent's next turn.",,,3.0,5.0,Green,1.0,6.0,Green,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.22048015678588928,0.2369387513327805,0.0777000777000777,0.0,0.0,0.0,0.0,0.03538883482261347,0.331996126711855,0.12254901960784313,0.1633605600933489,0.0,0.046051116739580934,0.0,0.0,0.04707359171504786
BT5-057,Rosemon,Green,Uncommon,Digimon,6.0,Mega,Fairy,12.0,11000.0,Data,[Main] <Digi-Burst 3> (You may trash 3 of this Digimon's digivolution cards to activate the effect below)・All of your Digimon with <Digi-Burst> gain <Security Attack +1> (This Digimon checks 1 additional security card) for the turn.,,,3.0,5.0,Green,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04841610181214552,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BT5-058,Algomon,Green,Rare,Digimon,6.0,Mega,Mutant,13.0,11000.0,Virus,"<Digisorption -2> (When one of your Digimon digivolves into this card from your hand, you may suspend 1 of your Digimon to reduce the memory cost of the digivolution by 2).[When Digivolving] Suspend all of your opponent's Tamers.[All Turns] Your opponent's Tamers don't unsuspend.",,,4.0,5.0,Green,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.024292481476982875,0.01224889759921607,0.0,0.0259000259000259,0.17699115044247787,0.04698512137823023,0.2635046113306983,0.0,0.0,0.0,0.0,0.046674445740956826,0.02968416053194016,0.0,0.007431076763022962,0.026232948583420776,0.0
BT5-059,Keramon,Black,Common,Digimon,3.0,Rookie,Unidentified,3.0,2000.0,Unknown,[On Play] Reveal 5 cards from the top of your deck. Add 1 Digimon card with [Unidentified] in its type and/or 1 [Arata Sanada] card among them to your hand. Place the remaining cards at the bottom of your deck in any order.,,,0.0,2.0,Black,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.14698677119059284,0.1421632507996683,0.2072002072002072,0.0,0.0,0.0,0.0,0.0,0.11066537557061834,0.025799793601651185,0.4667444574095682,0.16029446687247684,0.0,0.05944861410418369,0.0,0.0
BT5-060,Monitamon,Black,Uncommon,Digimon,3.0,Rookie,CRT,3.0,2000.0,Unknown,[On Play] Look at the top card of your deck.[On Deletion] Reveal 3 cards from the top of your deck. You may play 1 [Monitamon] among them without paying its memory cost. Place the remaining cards at the bottom of your deck in any order.,,,0.0,2.0,Black,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026232948583420776,0.04707359171504786
BT5-061,Commandramon,Black,Common,Digimon,3.0,Rookie,Cyborg/D-Brigade,4.0,2000.0,Virus,"<Blocker> (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead)",,,0.0,2.0,Black,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.04858496295396575,0.2449779519843214,0.42648975239900483,0.4273504273504274,0.0,0.0,0.0,0.0,0.0,0.1383317194632729,0.20639834881320948,0.3033838973162194,0.16623129897886488,0.0,0.029724307052091847,0.18363064008394542,0.0
BT5-062,Mechanorimon,Black,Common,Digimon,4.0,Champion,Machine,4.0,6000.0,Virus,"<Blocker> (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead) [Your Turn] This Digimon can't attack. [Opponent's Turn] When this Digimon deletes an opponent's Digimon in battle and survives, unsuspend it.",,,3.0,3.0,Black,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.2572268495835375,0.46203056509892193,0.9712509712509712,0.07452258965999069,0.031323414252153486,0.0,0.0,0.0,0.21441416516807302,0.5546955624355006,0.8634772462077013,0.25528378057468537,0.0,0.08917292115627555,0.032791185729275966,0.10983838066844501
BT5-063,Chrysalimon,Black,Common,Digimon,4.0,Champion,Unidentified,5.0,4000.0,Unknown,"[When Digivolving] If you don't have an [Arata Sanada] card in play, you may play one from your hand without paying its memory cost.",,[Your Turn] All of your other Digimon with the same name as this Digimon gain <Rush> (This Digimon can attack the turn it comes into play).,2.0,3.0,Black,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.1224889759921607,0.13031631323302925,0.16835016835016833,0.0,0.0,0.0,0.0,0.0,0.0760824457048001,0.012899896800825593,0.39673278879813306,0.12467347423414867,0.0,0.05201753734116073,0.0,0.0
BT5-064,Black Gaogamon,Black,Common,Digimon,4.0,Champion,Beast,5.0,5000.0,Data,,,"[Your Turn] While this Digimon has <Reboot>, it gains <Jamming> (This Digimon can't be deleted in battles against Security Digimon).",2.0,3.0,Black,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.0,0.0,0.0518000518000518,0.0,0.0,0.0,0.0,0.0,0.04149951583898188,0.012899896800825593,0.0,0.0,0.046051116739580934,0.0,0.0,0.0
BT5-065,Shademon,Black,Uncommon,Digimon,4.0,Champion,Unidentified,6.0,5000.0,Virus,"[Security] At the end of the battle, play this card without paying its memory cost.<Blocker> (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead). [Your Turn] This Digimon can't attack.",,,2.0,3.0,Black,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.2449779519843214,0.24878568889941952,0.14245014245014245,0.0,0.0,0.0,0.0,0.0,0.22824733711440032,0.21284829721362228,0.09334889148191365,0.08311564948943244,0.0,0.022293230289068888,0.0,0.0
BT5-066,Waru Monzaemon,Black,Rare,Digimon,5.0,Ultimate,Puppet,5.0,6000.0,Virus,,,,2.0,4.0,Black,,,,2,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.37971582557569816,0.13031631323302925,0.0777000777000777,0.027945971122496506,0.0,0.0,0.0,0.0,0.3043297828192004,0.23219814241486067,0.14002333722287047,0.10092614580859652,0.0,0.05201753734116073,0.0,0.0
BT5-067,Infermon,Black,Uncommon,Digimon,5.0,Ultimate,Unidentified,7.0,6000.0,Unknown,"Your [Keramon] can digivolve into this card in your hand for a memory cost of 4, ignoring this card's digivolution requirements.",,"[On Deletion] You may play 1 [Diaboromon] Token without paying its memory cost. (Diaboromon Tokens are level 6 white Digimon with a memory cost of 14, 3000 DP, and are Mega form, Unidentified type, and Unknown attribute.)",3.0,4.0,Black,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.07349338559529642,0.059234687833195125,0.11655011655011654,0.0,0.0,0.0,0.0,0.0,0.08299903167796376,0.04514963880288957,0.3267211201866978,0.12467347423414867,0.0,0.014862153526045923,0.0,0.0
BT5-068,Black Mach Gaogamon,Black,Common,Digimon,5.0,Ultimate,Cyborg,8.0,7000.0,Data,<Reboot> (Unsuspend this Digimon during your opponent's unsuspend phase),,"[Your Turn] While this Digimon has <Reboot>, it gets +2000 DP.",3.0,4.0,Black,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.0,0.0,0.03885003885003885,0.0,0.0,0.0,0.0,0.0,0.027666343892654585,0.0,0.023337222870478413,0.0,0.0,0.0,0.0,0.0
BT5-069,Black War Greymon,Black,Rare,Digimon,6.0,Mega,Dragonkin,11.0,12000.0,Virus,<Security Attack +1> (This Digimon checks 1 additional security card).<Reboot> (Unsuspend this Digimon during your opponent's unsuspend phase).,,,4.0,5.0,Black,,,,1,,Unrestricted,Unrestricted,BT5,BT5,,,2021-08-06,2021-02-26,0.0,0.0,0.04899559039686428,0.011846937566639024,0.0,0.0,0.0,0.0,0.0,0.0,0.06224927375847282,0.0,0.0,0.0,0.0,0.0,0.0,0.0
