card_code,card_name,card_color,card_rarity,card_type,card_level,digimon_form,digimon_type,play_cost,dp,digimon_attribute,card_effect,security_effect,inherited_effect,digivolve_cost1,digivolve_lvl1,digivolve_color1,digivolve_cost2,digivolve_lvl2,digivolve_color2,reprints_and_alts_amount,alt_digivolution_req,restriction_japan,restriction_west,set_name_japan,set_name_west,set_restrictionJP_date,restriction_date_west,set_west_date,set_jp_date,west_meta_decks1,west_meta_decks2,west_meta_decks3,west_meta_decks4,west_meta_decks5,west_meta_decks6,west_meta_decks7,west_meta_decks8,jp_meta_decks1,jp_meta_decks2,jp_meta_decks3,jp_meta_decks4,jp_meta_decks5,jp_meta_decks6,jp_meta_decks7,jp_meta_decks8,jp_meta_decks9,jp_meta_decks10
BT7-101,Thunder Laser,Green,Common,Option,,,,1,,,"[Main] If you have a Digimon with [Hybrid], or [Ten Warriors] in its traits in play, suspend 1 of your opponent's Digimon.",[Security] Add this card to its owner's hand.,,,,,,,,1,,Unrestricted,Unrestricted,BT7,BT7,,,2022-03-04,2021-08-27,0,0,0,0,2,49,0,0,0,0,0,0,0,29,3,4,0,0
BT7-102,Dino Memory Boost!!,Green,Common,Option,,,,3,,,"[Main] Suspend 1 of your opponent's Digimon. Then, place this card in your battle area.[Main] <Delay> (Trash this card in your battle area to activate the effect below. You can't activate this effect the turn this card enters play.)・Gain 2 memory.",[Security] Place this card in its owner's battle area.,,,,,,,,1,,Unrestricted,Unrestricted,BT7,BT7,,,2022-03-04,2021-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
BT7-103,Mugen,Green,Uncommon,Option,,,,4,,,[Main] Suspend 1 of your opponent's Digimon. That Digimon doesn't unsuspend during your opponent's next unsuspend phase.,[Security] Suspend 1 of your opponent's Digimon.,,,,,,,,1,,Unrestricted,Unrestricted,BT7,BT7,,,2022-03-04,2021-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BT7-104,Metal Cannon,Black,Rare,Option,,,,2,,,"[Main] Choose 1 of your Digimon with [X Antibody] in its traits. Then, <Draw 1> (Draw 1 card from your deck) for each of that Digimon's digivolution cards.",[Security] Add this card to its owner's hand.,,,,,,,,1,,Unrestricted,Unrestricted,BT7,BT7,,,2022-03-04,2021-08-27,0,0,0,0,0,1,2,0,0,0,0,0,0,11,3,6,0,0
BT7-105,Pride Memory Boost!!,Black,Uncommon,Option,,,,4,,,"[Main] Reveal the top 3 cards of your deck. You may play 1 black Digimon card with a play cost of 4 or less among them without paying its memory cost. Trash the remaining cards. Then, place this card in your battle area.[Main] <Delay> (Trash this card in your battle area to activate the effect below. You can't activate this effect the turn this card enters play.)・Gain 2 memory.",[Security] Place this card in its owner's battle area.,,,,,,,,1,,Unrestricted,Unrestricted,BT7,BT7,,,2022-03-04,2021-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,24,20
BT7-106,Brave Metal,Black,Common,Option,,,,5,,,"[Main] Delete 1 of your opponent's Digimon with a play cost of 6 or less. If you have a Digimon with 5 or more digivolution cards and [X Antibody] in its traits in play, you may delete 1 of your opponent's Digimon without [X Antibody] in its traits instead.",[Security] Activate this card's [Main] effect.,,,,,,,,2,,Unrestricted,Unrestricted,BT7,BT7,,,2022-03-04,2021-08-27,0,0,0,0,0,2,2,2,0,0,0,0,0,2,0,3,1,0
BT7-107,The Voice that Calls from the Darkness,Purple,Uncommon,Option,,,,1,,,"[Main] Delete 1 of your Digimon. Then, return up to 2 purple Digimon cards from your trash to your hand.",[Security] Add this card to its owner's hand.,,,,,,,,1,,Unrestricted,Unrestricted,BT7,BT7,,,2022-03-04,2021-08-27,0,0,0,0,0,35,16,6,0,0,0,0,0,54,16,38,73,7
BT7-108,Schwarz Lehrsatz,Purple,Common,Option,,,,6,,,"[Main] For each Digimon with [Hybrid] in its traits and each Tamer you have in play, delete 1 of your opponents Level 5 or lower Digimon.",[Security] Activate this card's [Main] effect.,,,,,,,,1,,Unrestricted,Unrestricted,BT7,BT7,,,2022-03-04,2021-08-27,0,0,0,0,2,134,18,3,0,0,0,0,0,150,33,34,3,0
BT7-109,Dead or Alive,Purple,Rare,Option,,,,8,,,"[Main] Play 1 purple level 5 Digimon card from your trash without paying its memory cost. If there are 10 or more cards in your trash, you may play 1 Digimon card with  [Lucemon] in its name without paying its memory cost instead.",[Security] Activate this card's [Main] effect.,,,,,,,,1,,Unrestricted,Unrestricted,BT7,BT7,,,2022-03-04,2021-08-27,0,0,0,0,0,22,19,1,0,0,0,0,0,84,10,12,10,3
BT7-110,Evolution Ancient,White,Rare,Option,,,,0,,,"If you have a Digimon with [Hybrid] in its traits in play, you may use this Option card without meeting its color requirements.[Main] Your level 4 Digimon can digivolve into 1 Digimon card in your hand with matching colors and [Ten Warriors] in its traits for its digivolution cost, ignoring its level.",[Security] Add this card to its owner's hand.,,,,,,,,1,,Unrestricted,Unrestricted,BT7,BT7,,,2022-03-04,2021-08-27,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,2,0,0
BT8-001,Gurimon,Red,Uncommon,Digi-Egg,2,In-Training,Lesser,,,,,,"[When Attacking] (Once Per Turn) If this Digimon has 6000 DP or more, <Draw 1> (Draw 1 card from your deck).",,,,,,,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,9,0,0,0,0,0,0,0,17,54,27,40
BT8-002,Hiyarimon,Blue,Uncommon,Digi-Egg,2,In-Training,Lesser,,,,,,"[All Turns] While your opponent has no Digimon with digivolution cards, this Digimon gets +1000 DP.",,,,,,,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
BT8-003,Frimon,Yellow,Uncommon,Digi-Egg,2,In-Training,Lesser,,,,,,"[Your Turn] While you have 3 or more security cards, this Digimon gets +1000 DP.",,,,,,,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
BT8-004,Bibimon,Green,Uncommon,Digi-Egg,2,In-Training,Lesser,,,,,,"[Opponent's Turn] While all of your Digimon are suspended, this Digimon gets +1000 DP.",,,,,,,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
BT8-005,Kyokyomon,Black,Uncommon,Digi-Egg,2,In-Training,Lesser/X Antibody,,,,,,"[Your Turn] (Once Per Turn) When an effect places a digivolution card under this Digimon, it gets +1000 DP until the end of your opponent's next turn.",,,,,,,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,4,9,1
BT8-006,Peti Meramon,Purple,Uncommon,Digi-Egg,2,In-Training,Lesser,,,,,,"[Your Turn] (Once Per Turn) When a card is trashed from your deck, <Draw 1> (Draw 1 card from your deck).",,,,,,,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,1
BT8-007,Gazimon,Red,Common,Digimon,3,Rookie,Mammal,2,3000,Virus,,,,0          ,2,Red,,,,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BT8-008,Gammamon,Red,Rare,Digimon,3,Rookie,Ceratopsian,3,2000,Virus,"[Your Turn] (Once Per Turn) When you play a red Tamer, <Draw 1> (Draw 1 card from your deck).",,"[When Attacking] If this Digimon has 6000 DP or more, delete 1 of your opponent's Digimon with 3000 DP or less.",0          ,2,Red,,,,2,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,4,0
BT8-009,Hawkmon,Red,Uncommon,Digimon,3,Rookie,Avian,3,2000,Free,[On Play] Reveal the top 4 cards of your deck. Add 1 2-color red card among them to your hand. Place the remaining cards at the bottom of your deck in any order.,,,0          ,2,Red,0          ,2,Yellow,2,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
BT8-010,Aquilamon,Red,Common,Digimon,4,Champion,Giant Bird,4,4000,Free,"When playing this card from your hand, reduce its play cost by 1 if you have a yellow Digimon in play.",,"[When Attacking] If you have a yellow Digimon in play, delete 1 of your opponent's Digimon with 5000 DP or less.",2          ,3,Red,2          ,3,Yellow,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,6,0,0
BT8-011,Cyclomon,Red/Black,Uncommon,Digimon,4,Champion,Dragonkin,5,5000,Virus,,,[When Attacking] Delete 1 of your opponent's Digimon with 2000 DP or less.,2          ,3,Red,2          ,3,Black,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,6,0,0,0,0,0,0,0,15,24,4,0
BT8-012,Fladramon,Red/Blue,Rare,Digimon,4,Armor Form,Dragonkin,5,5000,Free,"<Armor Purge>  (When this Digimon would be deleted, you may trash the top card of this Digimon to prevent that deletion).[When Attacking] This Digimon gets +3000 DP for the turn.",,,3          ,3,Red,,,,2,<Digivolve: 2 from [Veemon]>,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,14,4,0,0,0,0,0,0,16,33,66,10
BT8-013,Betel Gammamon,Red,Common,Digimon,4,Champion,Dragonkin,5,6000,Virus,"[When Digivolving] <Blitz> (If your opponent has 1 or more memory, this Digimon may attack).",,,2          ,3,Red,,,,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0
BT8-014,Death Meramon,Red,Common,Digimon,5,Ultimate,Flame,6,7000,Data,,,,2          ,4,Red,,,,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BT8-015,Silphymon,Red/Yellow,Rare,Digimon,5,Ultimate,Beastkin,8,8000,Free,"[When Digivolving] 1 of your opponent's Digimon gets -5000 DP for the turn. Then, when DNA digivolving, delete 1 of your opponent's Digimon with 5000 DP or less.",,[When Attacking] Delete 1 of your opponent's Digimon with 5000 DP or less.,4          ,4,Red,4          ,4,Yellow,1,<DNA Digivolution: 0 from Red Lv.4 + Yellow Lv.4> Digivolve unsuspended with the 2 specified Digimon stacked on top of each other.,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,10,1,0
BT8-016,Master Tyranomon,Red/Green,Common,Digimon,5,Ultimate,Dinosaur,8,8000,Vaccine,[Your Turn] All of your Digimon with [Tyrannomon] in their name gain <Security Attack +1> (This Digimon checks 1 additional security card).,,<Security Attack +1> (This Digimon checks 1 additional security card).,4          ,4,Red,4          ,4,Green,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BT8-017,Ultimate Brachimon,Red/Black,Common,Digimon,6,Mega,Cyborg/X Antibody,10,13000,Data,,,,3          ,5,Red,3          ,5,Black,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BT8-018,Marsmon,Red,Uncommon,Digimon,6,Mega,Shaman/Olympos XII,12,11000,Vaccine,[Your Turn] This Digimon can also attack your opponent's unsuspended Digimon.,,,3          ,5,Red,,,,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BT8-019,Zhuqiaomon,Red,Super Rare,Digimon,6,Mega,Holy Bird/Four Sovereigns,13,13000,Virus,"[When Digivolving] Your opponent chooses 1 of their Digimon. Delete all Digimon other than this Digimon and your opponent's chosen Digimon. For each Digimon deleted by this effect, gain 1 memory.[Your Turn] When an opponent's Digimon is deleted, this Digimon gains <Security Attack +1> (This Digimon checks 1 additional security card) for the turn for each of your opponent's Digimon deleted.",,,5          ,5,Red,,,,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
BT8-020,Patamon,Blue,Common,Digimon,3,Rookie,Mammal,3,3000,Data,,,[End of Your Turn] You may DNA digivolve this Digimon and one of your other Digimon in play into a Digimon card in your hand by paying its DNA digivolve cost.,0          ,2,Blue,0          ,2,Yellow,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
BT8-021,V-mon,Blue,Uncommon,Digimon,3,Rookie,Mini Dragon,3,2000,Free,[On Play] Reveal the top 4 cards of your deck. Add 1 2-color blue card among them to your hand. Place the remaining cards at the bottom of your deck in any order.,,,0          ,2,Blue,0          ,2,Green,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,3,47,6,0,0,0,0,0,0,30,48,76,13
BT8-022,Yuki Agumon,Blue,Common,Digimon,3,Rookie,Dinosaur,3,2000,Vaccine,[On Play] Trash the top digivolution card of 1 of your opponent's Digimon.,,,0          ,2,Blue,,,,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
BT8-023,Submarimon,Blue/Yellow,Uncommon,Digimon,4,Armor Form,Aquatic,4,4000,Free,"<Armor Purge>  (When this Digimon would be deleted, you may trash the top card of this Digimon to prevent that deletion).[When Digivolving] Trash the bottom digivolution card of 1 of your opponent's Digimon. Then, 1 of your opponent's Digimon with no digivolution cards gets -3000 DP for the turn.",,,3          ,3,Blue,,,,1,<Digivolve: 2 from [Armadillomon]>,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,4,0,0
BT8-024,Angemon,Blue/Yellow,Common,Digimon,4,Champion,Angel,5,6000,Vaccine,"[Your Turn] When this Digimon would digivolve, if you have 3 or fewer security cards, <Recovery +1 (Deck)> (Place the top card of your deck on top of your security stack).",,"[When Attacking] If you have 3 or more security cards, return 1 of your opponent's level 3 Digimon to its owner's hand.",3          ,3,Blue,3          ,3,Yellow,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,19,3,0
BT8-025,Hookmon,Blue/Black,Common,Digimon,4,Champion,Mutant,5,5000,Virus,,,[When Attacking] Trash the bottom digivolution card of 1 of your opponent's Digimon.,2          ,3,Blue,2          ,3,Black,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BT8-026,Holsmon,Blue/Red,Rare,Digimon,4,Armor Form,Beast,5,5000,Free,"<Armor Purge>  (When this Digimon would be deleted, you may trash the top card of this Digimon to prevent that deletion).[When Attacking] Delete 1 of your opponent's level 3 Digimon.",,,3          ,3,Blue,,,,2,<Digivolve: 2 from [Hawkmon]>,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0
BT8-027,Anomalocarimon,Blue,Common,Digimon,5,Ultimate,Crustacean,7,8000,Data,,,,2          ,4,Blue,,,,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BT8-028,Captain Hookmon,Blue,Common,Digimon,5,Ultimate,Marine Man,7,7000,Vaccine,"[All Turns] When your opponent plays a level 5 or higher Digimon, gain 1 memory and <Draw 1> (Draw 1 card from your deck).",,,3          ,4,Blue,,,,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BT8-029,Frozomon,Blue,Common,Digimon,5,Ultimate,Machine,7,7000,Virus,"<Blocker> (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead)[Your Turn] While your opponent has a Digimon with a digivolution card in play, this Digimon can't attack.",,"[All Turns] (Once Per Turn) When a digivolution card of an opponent's Digimon is trashed, return 1 of your opponent's level 3 Digimon to its owner's hand.",3          ,4,Blue,,,,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BT8-030,Surfimon,Blue/Black,Common,Digimon,6,Mega,Cyborg,10,13000,Vaccine,,,,3          ,5,Blue,3          ,5,Black,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BT8-031,Fros Velgrmon,Blue,Rare,Digimon,6,Mega,Giant Bird,11,12000,Virus,"[When Digivolving] Trash the top digivolution card of 1 of your opponent's Digimon. Then, return 1 of your opponent's Digimon with no digivolution cards to its owner's hand.[Opponent's Turn] All of your opponent's Digimon gain ""[When Attacking] Trash the bottom digivolution card of this Digimon.""",,,4          ,5,Blue,,,,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BT8-032,Imperialdramon: Fighter Mode,Blue/Green,Super Rare,Digimon,6,Mega,Ancient Dragonkin,12,13000,Free,"[When Digivolving] Return 1 of your opponent's Digimon with 10000 DP or less to its owner's hand.[When Attacking] (Once Per Turn) If a blue card is in this Digimon's digivolution cards, unsuspend 1 of your Digimon. If a green card is in this Digimon's digivolution cards, suspend 1 of your opponent's Digimon.",,,5          ,5,Blue,5          ,5,Green,3,<Digivolve: 2 if name contains [Dragon Mode]>,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,4,49,2,0,0,0,0,0,0,30,52,27,3
BT8-033,Armadimon,Yellow,Uncommon,Digimon,3,Rookie,Mammal,3,2000,Free,[On Play] Reveal the top 4 cards of your deck. Add 1 2-color yellow card among them to your hand. Place the remaining cards at the bottom of your deck in any order.,,,0          ,2,Yellow,0          ,2,Blue,2,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,4,2
BT8-034,Elecmon,,,Digimon,3,Rookie,Mammal,3,4000,Data,,,,0          ,2,Yellow,,,,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BT8-035,Candmon,Yellow,Common,Digimon,3,Rookie,Flame,3,2000,Data,,,"[Your Turn] (Once Per Turn) When you play another purple Digimon, gain 1 memory.",0          ,2,Yellow,0          ,2,Purple,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,9,3,0,0,0,0,0,0,4,11,10,0
BT8-036,Ankylomon,Yellow,Common,Digimon,4,Champion,Ankylosaur,4,4000,Free,"When playing this card from your hand, reduce its play cost by 1 if you have a blue Digimon in play.",,"[When Attacking] If you have a blue Digimon in play, 1 of your opponent's Digimon gets -3000 DP for the turn.",2          ,3,Yellow,2          ,3,Blue,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,20,23,0
BT8-037,Dinohumon,Yellow/Red,Uncommon,Digimon,4,Champion,Dragonkin,5,5000,Data,,,[When Attacking] 1 of your opponent's Digimon gets -1000 DP for the turn.,2          ,3,Yellow,2          ,3,Red,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,2,0
BT8-038,Magnamon,Yellow/Blue,Super Rare,Digimon,4,Armor Form,Holy Warrior/Royal Knight,7,7000,Free,"<Blocker> (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead).<Armor Purge>  (When this Digimon would be deleted, you may trash the top card of this Digimon to prevent that deletion).[When Digivolving] Unsuspend this Digimon, and it gets +2000 DP until the end of your opponent's next turn for each card with [Armor Form] in their traits in your trash.",,,4          ,3,Yellow,4          ,3,Blue,2,<Digivolve: 3 from [Veemon]>,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,36,3,0,0,0,0,0,0,22,49,84,14
BT8-039,Rapidmon,Yellow/Green,Super Rare,Digimon,4,Armor Form,Holy Warrior,6,6000,Vaccine,"<Armor Purge>  (When this Digimon would be deleted, you may trash the top card of this Digimon to prevent that deletion).[When Digivolving] Suspend 1 of your opponent's Digimon for each Tamer you have in play. Then, up to 3 of your opponent's suspended Digimon get -5000 DP for the turn.",,,4          ,3,Yellow,4          ,3,Green,2,<Digivolve: 3 from [Terriermon]>,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,141,4,0,0,0,0,0,0,13,136,49,4
BT8-040,Betsumon,Yellow,Common,Digimon,5,Ultimate,Puppet,6,7000,Data,"[When Digivolving] You may trash 1 card in your hand to treat this Digimon as also having the colors of the trashed card for the turn. Then, if this Digimon has 2 or more colors, <Draw 2> (Draw 2 cards from your deck).",,,3          ,4,Yellow,,,,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BT8-041,Kyukimon,Yellow/Purple,Common,Digimon,5,Ultimate,Mysterious Beast,7,9000,Virus,,,,3          ,4,Yellow,3          ,4,Purple,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BT8-042,Shakkoumon,Yellow/Blue,Rare,Digimon,5,Ultimate,Mutant,8,8000,Free,"[When Digivolving] If you have 5 or fewer security cards, <Recovery +1 (Deck)> (Place the top card of your deck on top of your security stack). Then, when DNA digivolving, return 1 of your opponent's Digimon whose level is less than or equal to the number of cards in your security stack to its owner's hand.",,[When Attacking] 1 of your opponent's Digimon gets -3000 DP for the turn.,4          ,4,Yellow,4          ,4,Blue,1,<DNA Digivolution: 0 from Yellow Lv.4 + Blue Lv.4> Digivolve unsuspended with the 2 specified Digimon stacked on top of each other.,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,6,4,0,0,0,0,0,0,9,36,29,0
BT8-043,Cherubimon,Yellow,Uncommon,Digimon,6,Mega,Cherub/Three Great Angels,11,12000,Vaccine,"When playing this card from your hand, you may delete 1 of your purple [Cherubimon] to reduce this card's play cost by 8.[On Play] [When Digivolving] For each Tamer you have in play, activate the effect below.・1 of your opponent's Digimon gets <Security Attack -2> (This Digimon checks 2 fewer security cards) until the end of your opponent's next turn.",,,4          ,5,Yellow,4          ,5,Purple,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BT8-044,Qinglongmon,Yellow/Blue,Rare,Digimon,6,Mega,Holy Dragon/Four Great Dragons/Four Sovereigns,12,11000,Data,"[When Attacking] You may trash the top card of your security stack to gain 2 memory.[Your Turn] (Once Per Turn) When one of your other Digimon digivolves, you may unsuspend it.",,,3          ,5,Yellow,3          ,5,Blue,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
BT8-045,Ekakimon,Green,Common,Digimon,3,Rookie,Mutant,2,3000,Data,,,,0          ,2,Green,,,,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,13,2,0
BT8-046,Terriermon,Green,Uncommon,Digimon,3,Rookie,Beast,3,2000,Vaccine,"[On Play] You may reveal the top 5 cards of your deck. Add 1 card with [Gargomon], or [Rapidmon] in its name among them to your hand. Place the remaining cards at the bottom of your deck in any order.",,,0          ,2,Green,,,,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
BT8-047,Pulsemon,Green,Common,Digimon,3,Rookie,Beastkin,3,2000,Vaccine,,,[All Turns] This Digimon gets +1000 DP for each of your other suspended Digimon.,0          ,2,Green,,,,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,11,7,0
BT8-048,Shurimon,Green/Red,Uncommon,Digimon,4,Armor Form,Mutant,4,4000,Free,"<Armor Purge>  (When this Digimon would be deleted, you may trash the top card of this Digimon to prevent that deletion).[When Digivolving] 1 of your opponent's Digimon with <Blocker> can't attack or block until the end of your opponent's next turn.",,,3          ,3,Green,,,,1,<Digivolve: 2 from [Hawkmon]>,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BT8-049,Namakemon,Green,Uncommon,Digimon,4,Champion,Puppet,4,3000,Virus,[Main] You may suspend this Digimon to reveal the top 3 cards of your deck. Add 1 green Digimon card among them to your hand. Place the remaining cards at the bottom of your deck in any order.,,,2          ,3,Green,,,,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,7,3
BT8-050,Exermon,Green,Common,Digimon,4,Champion,Insectoid,5,5000,Data,[When Digivolving] You may suspend 1 of your Digimon to suspend 1 of your opponent's Digimon.,,[All Turns] This Digimon gets +1000 DP for each of your other suspended Digimon.,2          ,3,Green,,,,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,11,8,0
BT8-051,Digmon,Green/Yellow,Rare,Digimon,4,Armor Form,Insectoid,5,5000,Free,"<Armor Purge>  (When this Digimon would be deleted, you may trash the top card of this Digimon to prevent that deletion).[When Attacking] 1 of your opponent's suspended Digimon gets -3000 DP for the turn.",,,3          ,3,Green,,,,2,<Digivolve: 2 from [Armadillomon]>,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0
BT8-052,Drimogemon,Green,Common,Digimon,4,Champion,Beast,5,5000,Data,,,,1          ,3,Green,,,,1,,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BT8-053,Lighdramon,Green/Blue,Rare,Digimon,4,Armor Form,Beast,5,5000,Free,"<Armor Purge>  (When this Digimon would be deleted, you may trash the top card of this Digimon to prevent that deletion).[When Digivolving] Suspend 1 of your opponent's level 4 or lower Digimon.",,,3          ,3,Green,,,,1,<Digivolve: 2 from [Veemon]>,Unrestricted,Unrestricted,BT8,BT8,,,2022-05-13,2021-09-26,0,0,0,0,0,6,97,8,0,0,0,0,0,0,57,99,97,18
